,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,review
789,8.6,0.63,0.17,2.9,0.099,21.0,119.0,0.998,3.09,0.52,9.3,5,"A really nice, elegant Chardonnay at a good price. The wine is dry and lightly oaked, showing rich pineapple, peach, vanilla and buttered toast flavors enhanced with crisp acidity. Only 731 cases were produced of this lovely, food-friendly wine."
791,8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,5,"Much as I love the winery's La Paulée, this tops it. There's more concentration and complex blueberry, mulberry, black cherry and plum flavors. It shows a whiff or two of mint, sage and chervil, and as with all Scott Paul wines it is impeccably balanced, non-interventionist and studiously clean."
793,7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,5,"There's a ripe orange-oil streak in the background of the bouquet, boosting rich aromas of tropical fruit and hay. The texture is full but framed by cleansing acidity and a tart, slightly pithy accent on the close."
795,10.8,0.89,0.3,2.6,0.132,7.0,60.0,0.9978600000000001,2.99,1.18,10.2,5,"A bit too tannic and tough right now, although the cherry, raspberry, orange, cola and sandalwood flavors are very rich and attractive. The finish is where things really get interesting, offering spicy length and complexity. Needs time in the cellar. Give it a good sleep until after 2013."
796,8.7,0.46,0.31,2.5,0.126,24.0,64.0,0.99746,3.1,0.74,9.6,5,"Smoke and oak pronounce themselves vigorously on the nose and entry of this 100% varietal wine, which holds on with a tight grip. Black fruit dominates with leather, chocolate and tobacco playing secondary roles. The finish is lengthy and powerful."
800,7.2,0.61,0.08,4.0,0.08199999999999999,26.0,108.0,0.99641,3.25,0.51,9.4,5,"Red berry and plum aromas form the base of this wine's fresh, uncomplicated bouquet. It feels juicy and bright, with good layering and aggressive flavors of berry and plum. The finish is dry and snappy, with mild oak and spice flavors."
801,8.6,0.55,0.09,3.3,0.068,8.0,17.0,0.99735,3.23,0.44,10.0,5,"Not that expressive on the nose, but does offer some lightly floral aromas and hints of cinnamon and mushroom. On the palate, there's more: black cherries, dried spices and cocoa flavors carried on a velvety mouthfeel and moderate weight. Picks up some briary complexity on the firm finish."
808,7.4,0.53,0.12,1.9,0.165,4.0,12.0,0.99702,3.26,0.86,9.2,5,"Rigialla Selènze (Ribolla Gialla) is a white wine with fresh and fragrant aromas of peach, papaya and banana. The wine is generous and smooth on the palate and ends with a silky but fresh feel. Pair it with seafood salad or crustaceans."
810,7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.9956200000000001,3.3,0.47,10.5,5,"Thirty-two months in barrel, bottled in December, this 100% Syrah is still angular and a bit rough. It's dark, smoky and loaded with flavors of black earth, black olive and black fruits. Further bottle age is recommended, but it has the stuffing and the balance to smooth out nicely. Well made, but not as dynamic, funky or meaty as the best."
812,10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,5,"Concentrated and powerful, this is a rich and intense black-fruited wine. Notes of spice, herb and dark chocolate mingle with the flavor of black plum juice and firm, dry tannins. The result is a wine that needs several more years to age."
815,10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,5,"From the Cortona area of eastern Tuscany, Girifalco opens with ripe, mature fruit tones and a soft, velvety texture. It sits well on the palate with blackberry and cassis after tones."
818,7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.9963200000000001,3.29,0.45,9.4,5,"Offering deep complexity, this bold, brazen wine is decadent in caramel and toffee aromas and flavors, with a foundation of ripe Gravenstein apple and hazelnuts. The oak is pronounced but it adds more than it subtracts. Cellar through 2018."
819,9.1,0.66,0.15,3.2,0.09699999999999999,9.0,59.0,0.99976,3.28,0.54,9.6,5,"The new Leithaberg appellation on the west bank of the Neusiedlersee produces complex and firmly tannic reds. This is a fine example that's very spicy, juicy with blackberry, and shows some wood aging. The wine needs time, so drink from 2016."
820,7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.9960600000000001,3.34,0.6,9.7,5,"It's high in alcohol, but without it, this Zin just wouldn't be as good as it is. It's bone dry and full bodied, and the crushed black peppercorn, blackberry and licorice flavors have a roasty, toasty edge that makes the wine particularly savory."
822,6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,5,"Seemingly dripping with honey and nectar, this lush, intensely concentrated Riesling is dense, with sweet white-peach, grapefruit and pear flavors. Veins of of dusty slate and sharp lemon-lime acidity add complexity and elegance to the long, lingering finish."
823,6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,5,"Even if you don't like sweet sparkling wine, it will be hard to turn down another glass of this beauty. It's so clean and delicious, with a raspberry sorbet and vanilla richness. One of the best sweet bubblies out there, at a great price."
824,7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,5,"As pale in color as is possible for a rosé, this is bright, crisp and fruity.It has delicious acidity and red apple and citrus flavors, with a burst of red currant on the finish."
825,7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,5,"This sophisticated red offers aromas of mocha, smoke and cinnamon spice, and flavors of blackberry, pepper and smoke in a smooth, rich package. Complex and unfolding, with ripe tannins and a lingering finish. Pair with lamb, beef or game."
827,7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,5,"There's a burly amount of black fruit and black tea in this estate wine, concentrated and coiled in a tight tannic structure. The fruit tends toward ripe black cherry and even blackberry, the texture is soft and the finish delightfully marked by a touch of chocolate."
834,8.8,0.685,0.26,1.6,0.08800000000000001,16.0,23.0,0.9969399999999999,3.32,0.47,9.4,5,"90-92 Barrel sample. A smooth wine with vanilla wood flavors. The fruit is almost incidental at the moment, but it's black and firm enough, and with its juicy character the wine should come through well."
835,7.6,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,5,"Black as night, gooey as sweet ice cream syrup, flooded with cherry, blackberry and mocha flavors, yet totally dry. So filled with fruity richness, so soft in tannins, it's addictively drinkable."
839,6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.9964700000000001,3.46,0.47,10.0,5,"A lightly pétillant ice wine. Harvested at almost 38 brix, it is not as dense and racy as the ice wines of British Columbia or eastern Canada, but it offers its own pleasures. Here are details of sweet straw, rice cracker, caramel and honey, nicely interwoven and persistent, and never turning cloying or sugary."
841,6.6,0.66,0.0,3.0,0.115,21.0,31.0,0.99629,3.45,0.63,10.3,5,"A full, rounded wine with yellow fruit and citrus flavors lying over vanilla and toast flavors. This rich wine is ready to drink despite a good touch of minerality to finish."
843,7.1,0.685,0.35,2.0,0.08800000000000001,9.0,92.0,0.9963,3.28,0.62,9.4,5,"For a large-production Rioja, this sings the proper notes and shiould please almost anyone with a taste for Spanish red wines. It's violet in color, indicating good ripeness. The nose is concentrated and likable, with solid berry and plum fruit to back it up. Round, pleasant and with a touch of oaky vanilla on the finish. Drink now."
845,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.9968899999999999,3.59,0.66,9.8,5,"The top wine in the Rocim range is produced from selected Alicante Bouschet grapes. It is huge and powerful, perhaps too much in its concentration, richness and density. Dark and brooding, it is super everything and certainly needs to calm down. Drink from 2019."
846,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.9968899999999999,3.59,0.66,9.8,5,"Ripe and rich in texture, this powerful Slovenian Cabernet balances a bold black-cherry flavor with loads of savory dried herb, graphite and reverberating acidity. There's a nervous quality about this wine that could smooth out with a good decant, or a few more years in a cellar."
848,6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.9968899999999999,3.59,0.66,9.8,5,"Elegance and finesse characterize this wine and suggest that it may already be suitable to drink within the next five years or so. Aromas include dark chocolate, tar, espresso grinds and smoked beef. Those aged tertiary fragrances are emerging now and the wine is thick, firm and luscious on the close."
849,6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.9968899999999999,3.58,0.66,9.8,5,"Apricot aromas are singular and firmly in control of the bouquet of this Galician blend of 70% Albariño, 15% Loureira and 15% Caiño Blanco. This is juicy and fresh, but low on cushion and leesy framework. Apple and pineapple flavors run quick and finish with minerality and zest."
850,9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,5,"Packed in a single serve screwcap glass tube, here is a rich and delicious wine, with just that extra warmth that the Quincy appellation brings to Sauvignon Blanc. With the concentration of old vines, this is a fine, broad-textured wine, with finishing acidity."
851,9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,5,"Avoids the variety's opulent, often sweet side in favor of a leaner, drier, more elegant style. It has the weight and texture of a Sauvignon Blanc, yet offers rich but subtle tropical fruit, white flower and mineral flavors, with a smack of sweet oak. This is a complex wine, and you don't want to drink it too cold."
852,8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.9980100000000001,3.22,1.07,9.7,5,"Cyclops is 80% Red Mountain Syrah, with Grenache, Mourvèdre and some Roussanne filling out the rest. It might have been forged in steel, as it captures the core of metal and mineral, the stiff tannins, and the compact, dense red and black fruits of the AVA. Bright, tart berry fruit is underscored with light suggestions of clean earth."
860,7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,5,"This is the winery's reserve bottling, representing the best five barrels of the vintage. Supple and refined, it frames its young berry fruit flavors in elegant tannins. Nicely focused and still a bit raw, this wine will reward some further years of aging."
862,7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.9962799999999999,3.24,0.44,10.4,5,"Full bodied and softly tannic, this wine's fruit is front and center, wrapped in a subtle jacket of sweet oak. It dazzles with blackberries, cherries, raspberries, currants and chocolate flavors. Drink now for its sheer lusciousness."
863,7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,5,"This lovely brut offers real Champagne-like finesse. It's rich and dry, with yeasty flavors of pineapples, lemon chiffon and raspberries. The mousse is creamy and smooth. This polished bubbly will develop with five years of cellaring."
864,7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,5,"Ripe, fruity and forward, this opens with attractive, jammy scents of blackberry, cherry and boysenberry preserves, with touches of cocoa nib and licorice root character. The palate is vibrant and juicy, while an earthy spice note adds depth to the medium-length finish. Drink now."
865,7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.9974799999999999,3.51,0.54,9.7,5,"Softly delicious, this Cabernet is perfect for drinking now. Its blackberry, currant and cocoa flavors are housed in wonderfully ripe, accessible tannins. Shows the elegance of a superior Napa Cab."
871,6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.9952200000000001,3.53,0.57,10.6,5,"Concentrated black fruit aromas with a cedary spin start this classy, ageable Cab from Marc Kent. On the palate, leather, mocha and big berry flavors have a masculine, serious edge. A bit chewy but very good balance and finish. Pair with grilled meat, game dishes."
879,7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,5,"A zesty wine, its fragrances suggest stone fruit, cut grass, pineapple and a mineral note. The bright, lively palate delivers yellow peach, papaya and citrus alongside a steely mineral note and crisp acidity."
880,9.2,0.56,0.18,1.6,0.078,10.0,21.0,0.9957600000000001,3.15,0.49,9.9,5,"This smooth, rich and ripe wine conveys a strong feeling of power. Weight and concentration from black plum fruit and dark tannins are freshened by acidity. Solidly textured, this big, beefy number will be ready to drink by the end of 2015."
883,7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,5,"Complex aromas of cedar, smoke and cassis set the stage for what should be a long-lived wine. Structure is provided by juicy acidity and firm, yet ripe, tannins. Good now; better in four years."
885,8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,10.5,5,"The nose of this dry Riesling is subdued with faint hints of blossom, wet stone and lime zest. The palate, however, is anything-but subdued, with ripe yellow-cherry and peach flavors that linger lusciously. Almost oily in texture, it's richly bodied, but brightened with a sheen of lemon-lime acidity."
889,10.7,0.9,0.34,6.6,0.11199999999999999,23.0,99.0,1.00289,3.22,0.68,9.3,5,"Trentadue's La Storia bottlings are their reserves, and the designation is justified for this Zin. Soft and melted in texture, with succulent wild blackberry jam, milk chocolate and cherry flavors, it's very dry, with gentle tannins. There's a butterscotchy, vanilla richness on the finish that probably comes from charred oak."
890,7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.9957600000000001,3.44,0.58,10.1,5,"Delivers just what consumers want in a Viognier, namely, vibrantly exotic and powerful fruity flavor. Mangoes, papayas, anything your heart desires can be found, in a rich, dry, creamy texture. White chocolate even shows up in the long, delicious finish."
891,7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.9974299999999999,3.53,0.57,9.7,5,This is a powerfully ripe wine. It has layers of great black fruits and firm tannins. Both indicate a wine for aging. It has a concentrated juicy character along with acidity and a dry structured core. Drink this wine from 2019.
